file_id,details_url,title,description,subject,collection,creator,date,rights,format,image_url,filepath,filename,file_size_kb,downloaded_at
890986,https://collections.lib.utah.edu/details?id=890986,Erythrocytes in peripheral blood smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). Normal erythrocytes in a blood smear of peripheral blood. The mature human erythrocytes do not have nuclei. Their normal diameter is about 7.5 μm. Macrocytes have a diameter >9 μm, while microcytes are smaller than 6 μm. The thickness of an erythrocyte in the center is 0.8 μm, while at the periphery it is 2.6 μm. The number of erythrocytes varies between 4.8 and 5.4 million cells per μl.",,,,,,image,https://collections.lib.utah.edu/dl_files/b8/34/b834ccf99fde61fb341803dd64f70f2513a06f4f.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_890986.jpg,heal_890986.jpg,1486,2026-02-03T14:43:08.037581
890196,https://collections.lib.utah.edu/details?id=890196,Red Blood Cells | Health Education Assets Library (HEAL),smear of normal RBCs,,,,,,image,https://collections.lib.utah.edu/dl_files/53/50/53504daa7b14a423a0d0bd59810de2a207ce7878.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_890196.jpg,heal_890196.jpg,169,2026-02-03T14:43:09.285554
891080,https://collections.lib.utah.edu/details?id=891080,Normal pleiomorph and leukemic monomorph bone marrow smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). In normal bone marrow smear (A) a pleimorph or heterogeneous collection of different cell types (A1-7) can be identified, while in the bone marrow smear of a leukemic patient a single type dominates (in this case lymphoid cells, B-1).",,,,,,image,https://collections.lib.utah.edu/dl_files/3f/95/3f9588377d1dfed381d51f549bfc080342ce5177.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_891080.jpg,heal_891080.jpg,1570,2026-02-03T14:43:11.345353
890016,https://collections.lib.utah.edu/details?id=890016,Red Blood Cells | Health Education Assets Library (HEAL),smear of normal RBCs,,,,,,image,https://collections.lib.utah.edu/dl_files/87/68/87684ee087cc121d16a1355e94884310e89cdd79.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_890016.jpg,heal_890016.jpg,223,2026-02-03T14:43:12.738952
891077,https://collections.lib.utah.edu/details?id=891077,Anisocytosis of erythrocytes in peripheral blood smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). (A) shows normal human erythrocytes in a blood film, while (B) shows anisocytosis. The small cells are called microcytes. Anisocytosis is an increase in the variability of erythrocyte size beyond that which is observed in a normal healthy subject. It is a common, non-specific abnormality in hematological disorders. For example in iron deficiency anisocytosis precedes anemia.",,,,,,image,https://collections.lib.utah.edu/dl_files/7c/7c/7c7c7c8cf3308dacc7100a2d550eda35fad83d4c.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_891077.jpg,heal_891077.jpg,1356,2026-02-03T14:43:14.875310
891136,https://collections.lib.utah.edu/details?id=891136,Pleiomorph bone marrow smear (human) | Health Education Assets Library (HEAL),Stain: May-Grnwald-Giemsa (MGG). Low power view of a normal bone marrow smear. The bone marrow is pleiomorph and contains all cell types such as a large reticulum cells (1) with many granules or lysosomes (phagocytosis); myeloid cells (2); and erythroblasts (3).,,,,,,image,https://collections.lib.utah.edu/dl_files/64/a3/64a36c11facb75c17c2bc51515d11003e2b186d6.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_891136.jpg,heal_891136.jpg,1411,2026-02-03T14:43:16.804857
891095,https://collections.lib.utah.edu/details?id=891095,Normal mature neutrophilic granulocyte in peripheral blood smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). Neutrophilic granulocyte with five nuclear lobes or segments, (not hypersegmented). The arrow indicates a drumstick. Note the fine dust-like granules.",,,,,,image,https://collections.lib.utah.edu/dl_files/8c/c7/8cc743dae4d31f7ac0b78dda8ac97fddbe09fbc0.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_891095.jpg,heal_891095.jpg,787,2026-02-03T14:43:18.512888
891069,https://collections.lib.utah.edu/details?id=891069,Normal plasma cell in peripheral blood smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). The mature plasma cell has a large basophilic cytoplasma for IgG production, a clearly visible unstained (white) Golgi area, and a nucleus with well-condensed heterochromatin. Plasma cells can be found in the peripheral blood as a result of antigenic stimulation or certain infectious diseases (especially virus diseases). Abnormal plasma cells in the blood indicate a mature B-cell neoplasm.",,,,,,image,https://collections.lib.utah.edu/dl_files/3e/63/3e63320e7974064c8d9942f39bcb033270f0a6f7.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_891069.jpg,heal_891069.jpg,1161,2026-02-03T14:43:20.407117
890975,https://collections.lib.utah.edu/details?id=890975,Pleiomorph normal bone marrow smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). The normal bone marrow with pleiomorphism, i.e. contains all stages of the erythroblastic differentiation series (1-5) as well as the stages of the myeloblastic series (6).    (1) Basophilic erythroblast. (2),(3),(4) Polychromatic erythroblasts. (5) Orthochromatic erythroblasts. (6)  Metamyelocytes in different stages. (7) Promonocyte. (8) Reticulocyte.",,,,,,image,https://collections.lib.utah.edu/dl_files/1c/58/1c584fbcaa565c65eb8456e5c813273b558912fa.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_890975.jpg,heal_890975.jpg,1522,2026-02-03T14:43:22.819972
891016,https://collections.lib.utah.edu/details?id=891016,Heterozygotic Pelger-Hut's nuclear anomaly of neutrophilic granulocytes in peripheral blood smear (human) | Health Education Assets Library (HEAL),"Stain: May-Grnwald-Giemsa (MGG). The majority of neutrophils has bilobed nuclei, the lobes being rounder than normal and the chromatin is more condensed. About 30% of the cells appear as band forms (imitating shift to the left). A characteristic 'pince-nez' shape is common. Note the fine dust-like granules.",,,,,,image,https://collections.lib.utah.edu/dl_files/f3/b6/f3b6e4f2547dbb84c6153b93dfeda5712769dd5b.jpg,data/medical_images/heal/hematology/blood_smear_normal/heal_891016.jpg,heal_891016.jpg,1082,2026-02-03T14:43:25.219767
