file_id,details_url,title,description,subject,collection,creator,date,rights,format,image_url,filepath,filename,file_size_kb,downloaded_at
889922,https://collections.lib.utah.edu/details?id=889922,Chronic Lymphocytic Leukemia with Hemolytic Anemia | Health Education Assets Library (HEAL),CLL with autoimmune hemolytic anemia,,,,,,image,https://collections.lib.utah.edu/dl_files/63/95/63951b7e5199bd6d4c4cec51cd830645ead76437.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889922.jpg,heal_889922.jpg,109,2026-02-03T14:30:43.290731
889361,https://collections.lib.utah.edu/details?id=889361,Chronic Lymphocytic Leukemia with Hemolytic Anemia | Health Education Assets Library (HEAL),CLL with autoimmune hemolytic anemia,,,,,,image,https://collections.lib.utah.edu/dl_files/eb/2e/eb2e1a60940c275ed19158479c0715511f4d697a.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889361.jpg,heal_889361.jpg,202,2026-02-03T14:30:44.900725
890072,https://collections.lib.utah.edu/details?id=890072,Hemolytic Anemia | Health Education Assets Library (HEAL),spherocytic hemolytic anemia (HA),,,,,,image,https://collections.lib.utah.edu/dl_files/7a/2e/7a2e6cb72d9b87a7a55fdfa3e2bd98361ed15c77.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_890072.jpg,heal_890072.jpg,188,2026-02-03T14:30:46.501143
889254,https://collections.lib.utah.edu/details?id=889254,Chronic Lymphatic Leukemia with Hemolytic Anemia | Health Education Assets Library (HEAL),chronic lymphatic leukemia with autoimmune hemolytic anemia,,,,,,image,https://collections.lib.utah.edu/dl_files/ab/8b/ab8b507cb79c008315619f5d4db1facb5d55619d.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889254.jpg,heal_889254.jpg,178,2026-02-03T14:30:47.924752
889835,https://collections.lib.utah.edu/details?id=889835,Erythroid Regeneration in Hemolytic Anemia | Health Education Assets Library (HEAL),evidence of erythroid regeneration,,,,,,image,https://collections.lib.utah.edu/dl_files/f2/a8/f2a81a1e976b5a04652d161725bd70c6c20e7068.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889835.jpg,heal_889835.jpg,99,2026-02-03T14:30:49.341455
890076,https://collections.lib.utah.edu/details?id=890076,Erythroid Regeneration in Hemolytic Anemia | Health Education Assets Library (HEAL),evidence of erythroid regeneration,,,,,,image,https://collections.lib.utah.edu/dl_files/73/3e/733e860d559356fe91ff5fdd251443809e1e7c56.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_890076.jpg,heal_890076.jpg,163,2026-02-03T14:30:51.117599
889506,https://collections.lib.utah.edu/details?id=889506,Monocytic Phagocytosis of Antibody-coated Red Blood Cells in  Hemolytic Anemia | Health Education Assets Library (HEAL),monocytic phagocytosis of antibody coated red cells,,,,,,image,https://collections.lib.utah.edu/dl_files/a1/fa/a1fa71ec9160f1a96e737d31a32002cb82919a5b.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889506.jpg,heal_889506.jpg,97,2026-02-03T14:30:52.886581
889568,https://collections.lib.utah.edu/details?id=889568,Monocytic Phagocytosis of Antibody-coated Red Blood Cells in Hemolytic Anemia | Health Education Assets Library (HEAL),monocytic phagocytosis of antibody coated red cells,,,,,,image,https://collections.lib.utah.edu/dl_files/13/01/1301234c2d0f0028f18b5f3dca5344d9802a4e63.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889568.jpg,heal_889568.jpg,184,2026-02-03T14:30:54.693701
889557,https://collections.lib.utah.edu/details?id=889557,Lupus Erythematosis Cells | Health Education Assets Library (HEAL),LE cells,,,,,,image,https://collections.lib.utah.edu/dl_files/60/4a/604a842f739a43136721953310b1d03cd6a1bd28.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_889557.jpg,heal_889557.jpg,149,2026-02-03T14:30:56.495231
890200,https://collections.lib.utah.edu/details?id=890200,Lupus Erythematosis Cells | Health Education Assets Library (HEAL),LE cells,,,,,,image,https://collections.lib.utah.edu/dl_files/62/b7/62b768ba2874ef12ec2aaae3bc45ec67d40d4bb0.jpg,data/medical_images/heal/hematology/hemolytic_anemia/heal_890200.jpg,heal_890200.jpg,265,2026-02-03T14:30:58.487454
