file_id,details_url,title,description,subject,collection,creator,date,rights,format,image_url,filepath,filename,file_size_kb,downloaded_at
869989,https://collections.lib.utah.edu/details?id=869989,3rd degree AV block rx'ed with a ventricular pacemaker | Health Education Assets Library (HEAL),"In A the ECG shows complete or 3rd degree AV block with a left ventricular escape rhythm, as evidenced by the upright QRS morphology.  In B the artificial right ventricular pacemaker rhythm is shown.",,,,,,image,https://collections.lib.utah.edu/dl_files/ce/e0/cee036bfe08d0ea856c3a2dd976885152fd2dc21.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_869989.png,heal_869989.png,37,2026-02-03T15:13:36.811064
869962,https://collections.lib.utah.edu/details?id=869962,Wandering atrial pacemaker | Health Education Assets Library (HEAL),Wandering atrial pacemaker is a benign rhythm change where the pacemaker site shifts from the sinus node into the atrial tissues.  P-wave morphology varies with the pacemaker site.,,,,,,image,https://collections.lib.utah.edu/dl_files/a6/3c/a63c9c0cedac099cc0a9cfecf3b011193af4f449.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_869962.png,heal_869962.png,10,2026-02-03T15:13:38.046761
869957,https://collections.lib.utah.edu/details?id=869957,Electronic ventricular pacemaker rhythm  - marquette | Health Education Assets Library (HEAL),Electronic ventricular pacemaker rhythm  - marquette,,,,,,image,https://collections.lib.utah.edu/dl_files/2b/3a/2b3ab5876fb8c9869e57ff2624d0be3cb75a4adf.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_869957.png,heal_869957.png,38,2026-02-03T15:13:39.825418
870225,https://collections.lib.utah.edu/details?id=870225,Pacemaker failure to sense  - marquette | Health Education Assets Library (HEAL),Pacemaker failure to sense  - marquette,,,,,,image,https://collections.lib.utah.edu/dl_files/49/24/49248bcf550f30fc0d615e8afdc48db9fcf4c1d3.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_870225.png,heal_870225.png,52,2026-02-03T15:13:41.374397
870234,https://collections.lib.utah.edu/details?id=870234,Pacemaker fusion beat  - marquette | Health Education Assets Library (HEAL),Pacemaker fusion beat  - marquette,,,,,,image,https://collections.lib.utah.edu/dl_files/f9/6b/f96b85356a8d23a2b77c6c9271b4eb3bf6258e1d.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_870234.png,heal_870234.png,39,2026-02-03T15:13:42.742306
869854,https://collections.lib.utah.edu/details?id=869854,Ventricular pacemaker:  demand mode functioning | Health Education Assets Library (HEAL),Ventricular pacemaker:  demand mode functioning,,,,,,image,https://collections.lib.utah.edu/dl_files/40/85/40857ab0e1d275c8cbf8f622a24bbcd9938b8e4f.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_869854.png,heal_869854.png,88,2026-02-03T15:13:44.864571
869801,https://collections.lib.utah.edu/details?id=869801,Pacemaker failure to capture  - marquette | Health Education Assets Library (HEAL),Pacemaker failure to capture  - marquette,,,,,,image,https://collections.lib.utah.edu/dl_files/3f/8f/3f8fbb408982c14e1476d8925b7aae8041ac0732.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_869801.png,heal_869801.png,45,2026-02-03T15:13:46.246328
870509,https://collections.lib.utah.edu/details?id=870509,Pacemaker failure to pace  - marquette | Health Education Assets Library (HEAL),Pacemaker failure to pace  - marquette,,,,,,image,https://collections.lib.utah.edu/dl_files/5b/1e/5b1ec99b6509d1388c22db410d086b3cfad9a4b4.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_870509.png,heal_870509.png,43,2026-02-03T15:13:47.789488
870154,https://collections.lib.utah.edu/details?id=870154,Pacemaker lead wire placement diagram  - marquette | Health Education Assets Library (HEAL),Pacemaker lead wire placement diagram  - marquette,,,,,,image,https://collections.lib.utah.edu/dl_files/ba/ec/baecc83bdfe7fa54c616d550e07cf934fce9396d.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_870154.png,heal_870154.png,69,2026-02-03T15:13:49.338502
870206,https://collections.lib.utah.edu/details?id=870206,Ventricular pacemaker rhythm | Health Education Assets Library (HEAL),"Note the small pacemaker spikes before the QRS complexes in many of the leads.  In addition, the QRS complex in V1 exhibits ventricular ectopic morphology; i.e., there is a slur or notch at the beginning of the S wave, and>60ms delay from onset to QRS to nadir of S wave.  This rules against a supraventricular rhythm with LBBB.",,,,,,image,https://collections.lib.utah.edu/dl_files/2a/59/2a5965580be593c439ba7bde813abb7c16b92ffa.png,data/medical_images/heal/cardiology/pacemaker_ECG/heal_870206.png,heal_870206.png,71,2026-02-03T15:13:51.001473
